EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,AverageHoursWorked
513,0.33333333333333304,0,1.0,0.0,-0.9285714285714286,-1.0,0.20000000000000018,-1.0,0.0,0.5,-1.0,-0.5858873091100579,1.0,-0.7142857142857142,0.33333333333333326,0.15000000000000013,-0.33333333333333337,-0.9,-0.7333333333333334,-0.7647058823529411,-0.33333333333333326,-1.0,1.0,1.0,0.3333333333333335,-0.3232105987611833
514,0.714285714285714,0,1.0,0.0,-0.7142857142857143,0.0,0.20000000000000018,-1.0,-0.5,0.0,0.0,-0.8452869931542918,0.33333333333333326,-0.9999999999999998,-1.0,-0.35,-1.0,-0.55,-0.06666666666666665,-1.0,0.3333333333333335,-1.0,0.3333333333333335,0.3333333333333335,0.3333333333333335,-0.5438747419132826
515,0.8095238095238093,0,0.0,0.0,-1.0,-0.5,-0.6,-1.0,-0.5,0.0,0.0,-0.5556608741442864,-0.5555555555555556,-0.9999999999999998,-1.0,-0.09999999999999998,0.33333333333333326,-0.75,-1.0,-0.6470588235294118,0.3333333333333335,-1.0,-0.9999999999999999,0.3333333333333335,0.3333333333333335,-0.49148313833448
516,-0.14285714285714302,0,1.0,0.0,-0.7857142857142857,-0.5,-0.6,-1.0,-0.5,-0.75,1.0,-0.6346498156924698,-1.0,0.0,-0.33333333333333337,-0.25,0.0,-0.29999999999999993,-0.06666666666666665,-0.05882352941176472,0.3333333333333335,-1.0,1.0,1.0,-0.33333333333333326,-0.7523227804542321
517,0.7619047619047619,0,-1.0,0.0,-0.9285714285714286,0.0,0.20000000000000018,-1.0,-0.5,-0.25,1.0,-0.3114270668773038,0.5555555555555554,-0.2857142857142856,-1.0,0.55,-0.33333333333333337,-0.55,-0.19999999999999996,-0.7647058823529411,-0.33333333333333326,-1.0,0.3333333333333335,-0.9999999999999999,1.0,-0.07777013076393624
518,0.19047619047619024,0,1.0,1.0,0.7142857142857142,-0.5,-0.6,1.0,0.0,0.5,-1.0,-0.5738809899947341,0.11111111111111116,0.5714285714285716,-1.0,-0.09999999999999998,-0.33333333333333337,-0.95,-1.0,-1.0,-0.33333333333333326,1.0,0.3333333333333335,1.0,0.3333333333333335,0.03940123881624258
519,-0.9047619047619049,1,0.0,1.0,-0.5,0.0,-0.19999999999999996,1.0,0.0,0.75,1.0,-0.7414428646656135,-0.7777777777777778,0.2857142857142856,-1.0,-0.9,0.0,-0.9,-1.0,-0.7647058823529411,-0.33333333333333326,1.0,1.0,1.0,0.3333333333333335,-0.4791810048176184
520,-0.8571428571428572,1,1.0,0.0,-1.0,0.5,-0.6,1.0,-1.0,-0.25,1.0,-0.4980516061084782,-0.7777777777777778,0.0,-1.0,-0.95,-0.33333333333333337,-0.95,-0.8666666666666667,-1.0,0.3333333333333335,-1.0,0.3333333333333335,-0.9999999999999999,-0.33333333333333326,0.6900378527185138
521,0.33333333333333304,0,1.0,1.0,-0.2142857142857143,0.0,-0.19999999999999996,-1.0,0.0,-1.0,-1.0,-0.16440231700895214,0.7777777777777777,-0.857142857142857,-0.33333333333333337,-0.04999999999999993,1.0,-0.19999999999999996,-0.8666666666666667,-0.17647058823529416,0.3333333333333335,-1.0,1.0,-0.9999999999999999,0.3333333333333335,0.16775636613902334
524,-0.6190476190476191,0,1.0,0.0,-0.7142857142857143,0.5,0.20000000000000018,-1.0,-0.5,0.75,0.0,-0.6131648235913639,-0.7777777777777778,-0.9999999999999998,-0.33333333333333337,-0.7,0.0,-0.75,-0.8666666666666667,-0.6470588235294118,-0.9999999999999999,-1.0,-0.9999999999999999,-0.9999999999999999,0.3333333333333335,-0.7450963523743974
525,-0.4285714285714288,0,1.0,0.0,-0.5,0.0,0.20000000000000018,-1.0,-1.0,0.75,0.0,0.8210637177461821,-1.0,-0.5714285714285712,-1.0,-0.6499999999999999,1.0,-0.7,-1.0,-0.7647058823529411,0.3333333333333335,-1.0,0.3333333333333335,-0.9999999999999999,-0.33333333333333326,-0.12327942188575314
526,0.09523809523809512,0,1.0,1.0,-1.0,0.5,-0.6,-1.0,-1.0,0.25,0.0,-0.5526066350710901,-0.7777777777777778,-0.5714285714285712,-1.0,-0.5,-0.33333333333333337,-0.5,-1.0,-0.05882352941176472,1.0,-1.0,-0.33333333333333326,0.3333333333333335,0.3333333333333335,-0.39685134205092876
527,-0.047619047619047894,0,1.0,0.0,-0.7142857142857143,0.0,1.0,1.0,-1.0,0.75,0.0,-0.43759873617693523,-1.0,-0.9999999999999998,-1.0,0.0,0.0,-0.04999999999999993,-0.8666666666666667,0.05882352941176472,0.3333333333333335,-1.0,0.3333333333333335,0.3333333333333335,-0.33333333333333326,-0.19313489332415656
528,0.04761904761904745,0,1.0,1.0,-1.0,0.5,-0.19999999999999996,1.0,-1.0,0.75,0.0,-0.5934702474986835,-0.11111111111111116,-0.857142857142857,-1.0,-0.29999999999999993,-0.33333333333333337,-0.44999999999999996,0.46666666666666656,-0.8823529411764706,0.3333333333333335,-1.0,-0.9999999999999999,1.0,0.3333333333333335,-0.10116999311768726
529,-0.5714285714285716,0,-1.0,1.0,-0.2857142857142857,0.0,1.0,-1.0,-0.5,-0.5,0.0,-0.05466034755134275,-0.7777777777777778,-0.5714285714285712,-0.33333333333333337,-0.85,0.0,-0.85,-0.8666666666666667,-0.7647058823529411,-0.33333333333333326,-1.0,-0.9999999999999999,0.3333333333333335,0.3333333333333335,-0.44253269098417025
530,0.7619047619047619,0,0.0,0.0,0.5714285714285714,1.0,-0.6,1.0,0.0,-0.5,0.0,-0.7169036334913113,-0.33333333333333337,-0.7142857142857142,-0.33333333333333337,0.15000000000000013,-0.6666666666666667,-0.85,-0.8666666666666667,-0.7647058823529411,0.3333333333333335,-1.0,1.0,-0.33333333333333326,0.3333333333333335,-0.42971438403303486
531,-0.523809523809524,0,1.0,0.0,-1.0,0.0,-0.6,1.0,-0.5,-1.0,1.0,-0.3209057398630858,-0.33333333333333337,-0.9999999999999998,0.33333333333333326,-0.5,-0.6666666666666667,-0.6,-0.8666666666666667,-0.17647058823529416,1.0,-1.0,0.3333333333333335,0.3333333333333335,1.0,-0.6953716448726768
532,0.2380952380952377,1,1.0,0.0,0.2142857142857142,0.5,-0.6,-1.0,-0.5,0.75,0.0,-0.8830963665086888,1.0,-0.4285714285714284,-1.0,0.20000000000000018,0.0,0.0,-0.6,-0.2941176470588236,0.3333333333333335,-1.0,-0.33333333333333326,-0.9999999999999999,0.3333333333333335,-0.5605643496214725
533,-0.2857142857142858,0,1.0,1.0,0.5714285714285714,0.5,-0.19999999999999996,-1.0,0.5,0.75,-1.0,-0.6867825171142707,-0.11111111111111116,-0.857142857142857,-1.0,-0.55,0.0,-0.85,-0.8666666666666667,-0.7647058823529411,0.3333333333333335,-1.0,1.0,1.0,0.3333333333333335,0.3211459050240886
534,-0.1904761904761907,1,1.0,1.0,-0.5714285714285714,0.5,-0.6,1.0,0.0,1.0,1.0,-0.46192733017377574,-1.0,0.4285714285714288,-0.33333333333333337,-0.55,0.0,-0.6,-0.4666666666666667,-0.17647058823529416,-0.33333333333333326,1.0,1.0,-0.9999999999999999,0.3333333333333335,-0.17980041293874693
535,-0.2857142857142858,1,0.0,0.0,-1.0,-0.5,-0.6,-1.0,-1.0,0.75,1.0,-0.45181674565560825,-0.7777777777777778,0.1428571428571428,0.33333333333333326,-0.29999999999999993,0.0,-0.35,-0.6,-0.05882352941176472,0.3333333333333335,-1.0,-0.9999999999999999,0.3333333333333335,0.3333333333333335,-0.36519270474879484
536,-0.523809523809524,0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.5,0.5,-1.0,-0.43780937335439707,-0.7777777777777778,-0.4285714285714284,-0.33333333333333337,-0.8,-0.33333333333333337,-0.8,-0.7333333333333334,-0.7647058823529411,0.3333333333333335,-1.0,-0.9999999999999999,0.3333333333333335,-0.33333333333333326,-0.36562284927735655
537,-0.23809523809523814,0,0.0,1.0,0.9999999999999998,0.5,-0.19999999999999996,1.0,-1.0,0.5,1.0,0.10595050026329655,-1.0,-0.5714285714285712,-0.33333333333333337,-0.6499999999999999,0.6666666666666665,-0.7,-1.0,-0.5294117647058824,0.3333333333333335,-1.0,-0.9999999999999999,1.0,-0.33333333333333326,0.9216276668960774
538,-0.09523809523809534,0,1.0,0.0,-0.5714285714285714,0.5,-0.6,1.0,0.5,0.75,-1.0,-0.3539757767245919,-0.5555555555555556,0.4285714285714288,-1.0,-0.6,1.0,-0.95,-1.0,-1.0,-0.33333333333333326,1.0,1.0,1.0,0.3333333333333335,0.7537852718513425
539,-0.6666666666666667,1,1.0,-1.0,0.7142857142857142,0.5,-1.0,-1.0,-0.5,0.5,0.0,-0.23549236440231702,-0.7777777777777778,-0.857142857142857,-1.0,-0.6499999999999999,0.0,-0.6499999999999999,-0.33333333333333337,-0.2941176470588236,-0.33333333333333326,-1.0,1.0,1.0,1.0,-0.14530282174810694
540,-0.6190476190476191,1,1.0,1.0,-0.5,-0.5,-0.19999999999999996,1.0,-0.5,0.75,-1.0,-0.2537124802527646,-0.7777777777777778,-0.4285714285714284,-1.0,-0.95,0.0,-0.95,-1.0,-1.0,1.0,-1.0,-0.9999999999999999,0.3333333333333335,-0.33333333333333326,0.47780454232622205
541,-0.2857142857142858,1,1.0,0.0,-0.5,-0.5,-0.6,1.0,0.5,0.0,1.0,-0.8004212743549237,-0.11111111111111116,-0.7142857142857142,-1.0,-0.75,-0.33333333333333337,-0.9,-0.7333333333333334,-0.7647058823529411,0.3333333333333335,-1.0,-0.9999999999999999,-0.33333333333333326,0.3333333333333335,-0.333017894012388
542,0.1428571428571428,0,1.0,0.0,-0.2857142857142857,-1.0,-0.6,1.0,0.5,0.5,0.0,-0.47098472880463405,-1.0,-0.5714285714285712,-1.0,0.15000000000000013,-0.33333333333333337,0.10000000000000009,0.7333333333333334,-0.17647058823529416,-0.33333333333333326,-1.0,1.0,-0.9999999999999999,0.3333333333333335,-0.7319339298004126
543,-0.523809523809524,1,0.0,0.0,-0.5714285714285714,0.0,-0.6,1.0,-0.5,-0.25,-1.0,-0.792838335966298,-0.7777777777777778,-0.5714285714285712,-1.0,-0.95,0.0,-0.95,-1.0,-1.0,0.3333333333333335,-1.0,-0.9999999999999999,-0.33333333333333326,0.3333333333333335,0.7948210598761185
545,-0.2857142857142858,0,0.0,1.0,-0.4285714285714286,0.0,0.20000000000000018,-1.0,-0.5,0.5,0.0,-0.616640337019484,-1.0,-0.857142857142857,-1.0,-0.8,-0.33333333333333337,-0.85,-1.0,-0.7647058823529411,-0.33333333333333326,-1.0,1.0,-0.33333333333333326,0.3333333333333335,-0.4316070199587059
546,-0.23809523809523814,0,-1.0,1.0,-1.0,-1.0,-0.19999999999999996,-1.0,-0.5,0.25,0.0,-0.8223275408109532,-0.33333333333333337,0.7142857142857144,-1.0,-0.7,0.0,-1.0,-1.0,-1.0,0.3333333333333335,1.0,0.3333333333333335,1.0,0.3333333333333335,-0.7038885065381963
547,0.4285714285714284,0,-1.0,1.0,-0.9285714285714286,-1.0,-0.6,1.0,-0.5,0.75,1.0,-0.8566614007372302,-0.5555555555555556,-0.9999999999999998,-1.0,0.3500000000000001,0.0,-0.75,-0.7333333333333334,-0.8823529411764706,0.3333333333333335,-1.0,-0.9999999999999999,1.0,-0.33333333333333326,-0.7777013076393664
548,0.2857142857142856,0,-1.0,0.0,-1.0,0.0,0.20000000000000018,-1.0,-0.5,-0.75,0.0,0.2106371774618221,-0.7777777777777778,-0.857142857142857,-0.33333333333333337,-0.25,-0.33333333333333337,-0.25,-0.4666666666666667,0.4117647058823528,0.3333333333333335,-1.0,-0.33333333333333326,0.3333333333333335,0.3333333333333335,-0.19064005505849924
549,0.6190476190476191,0,1.0,1.0,-1.0,0.0,-0.6,1.0,-1.0,0.75,1.0,-0.47709320695102686,0.5555555555555554,0.0,-0.33333333333333337,-0.09999999999999998,1.0,-0.6,-0.4666666666666667,-1.0,0.3333333333333335,-1.0,-0.33333333333333326,-0.33333333333333326,0.3333333333333335,0.6625946317962836
550,-0.047619047619047894,0,1.0,0.0,-0.6428571428571428,-0.5,0.20000000000000018,1.0,-1.0,0.5,-1.0,-0.6074776197998948,-1.0,-0.9999999999999998,-0.33333333333333337,-0.55,0.0,-0.6,-0.7333333333333334,-0.17647058823529416,-0.33333333333333326,-1.0,0.3333333333333335,0.3333333333333335,0.3333333333333335,-0.6753269098417063
551,-0.4761904761904763,0,1.0,0.0,-0.5,0.0,0.20000000000000018,-1.0,0.5,0.5,-1.0,-0.5484992101105846,-0.11111111111111116,-0.5714285714285712,-1.0,-0.44999999999999996,0.0,-0.6499999999999999,-0.8666666666666667,-0.17647058823529416,1.0,-1.0,0.3333333333333335,1.0,0.3333333333333335,-0.3878183069511354
552,-0.523809523809524,0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.5,-0.5,-1.0,-0.39210110584518165,-1.0,-0.4285714285714284,-0.33333333333333337,-0.5,-0.33333333333333337,-0.55,-0.8666666666666667,-0.17647058823529416,0.3333333333333335,-1.0,1.0,-0.33333333333333326,-0.33333333333333326,-0.6462491397109424
553,0.33333333333333304,0,1.0,0.0,-0.6428571428571428,0.5,0.20000000000000018,1.0,0.0,0.75,0.0,-0.8773038441284887,-0.33333333333333337,-0.9999999999999998,-0.33333333333333337,0.15000000000000013,0.0,-0.3999999999999999,-0.4666666666666667,0.05882352941176472,0.3333333333333335,-1.0,-0.9999999999999999,0.3333333333333335,0.3333333333333335,-0.2931865106675837
554,-0.047619047619047894,0,1.0,0.0,-0.5714285714285714,0.5,0.20000000000000018,1.0,-1.0,0.75,1.0,-0.4055818852027383,0.5555555555555554,0.2857142857142856,-0.33333333333333337,-0.5,-0.33333333333333337,-0.95,-1.0,-1.0,0.3333333333333335,1.0,1.0,-0.33333333333333326,0.3333333333333335,-0.49870956641431485
555,0.19047619047619024,0,0.0,0.0,-0.7142857142857143,0.0,0.20000000000000018,-1.0,-0.5,-0.5,0.0,-0.08478146392838326,0.7777777777777777,0.1428571428571428,-0.33333333333333337,-0.09999999999999998,0.0,-0.6,-1.0,-0.8823529411764706,0.3333333333333335,-1.0,0.3333333333333335,-0.9999999999999999,0.3333333333333335,-0.2994666207845831
556,-2.220446049250313e-16,1,0.0,1.0,-1.0,0.0,-0.19999999999999996,1.0,-0.5,-1.0,-1.0,-0.3948393891521854,0.5555555555555554,-0.5714285714285712,-0.33333333333333337,0.050000000000000044,-0.33333333333333337,-0.09999999999999998,0.46666666666666656,-0.4117647058823529,0.3333333333333335,-1.0,-0.9999999999999999,1.0,0.3333333333333335,-0.591190640055058
557,0.04761904761904745,0,1.0,0.0,-1.0,-1.0,-0.6,1.0,-1.0,-1.0,1.0,-0.8731964191679832,-0.7777777777777778,-0.1428571428571428,-1.0,0.050000000000000044,0.33333333333333326,0.0,-0.4666666666666667,0.05882352941176472,0.3333333333333335,-1.0,0.3333333333333335,0.3333333333333335,1.0,0.6045251204404685
558,-0.8571428571428572,0,1.0,0.0,-1.0,0.5,-0.6,-1.0,-1.0,0.5,1.0,-0.8313849394418116,-0.7777777777777778,-0.9999999999999998,-0.33333333333333337,-0.9,0.0,-0.9,-0.7333333333333334,-0.7647058823529411,-0.33333333333333326,-1.0,1.0,-0.33333333333333326,1.0,-0.49122505161734287
559,-2.220446049250313e-16,0,-1.0,0.0,-0.6428571428571428,0.0,-0.6,1.0,-1.0,-0.5,1.0,-0.806003159557662,1.0,-0.4285714285714284,-1.0,-0.55,-0.33333333333333337,-0.75,-1.0,-0.6470588235294118,0.3333333333333335,-1.0,0.3333333333333335,-0.33333333333333326,-0.33333333333333326,-0.2901754989676526
560,-0.14285714285714302,0,-1.0,0.0,-1.0,0.0,0.20000000000000018,1.0,0.0,1.0,1.0,-0.7427066877303845,-0.5555555555555556,-0.7142857142857142,1.0,-0.09999999999999998,0.33333333333333326,-0.44999999999999996,-1.0,0.05882352941176472,1.0,-1.0,-0.9999999999999999,1.0,0.3333333333333335,-0.49905368203716405
561,-0.38095238095238115,0,0.0,0.0,-0.5714285714285714,0.0,-0.6,1.0,-1.0,0.75,0.0,-0.5525013164823591,-1.0,-0.5714285714285712,1.0,-0.85,0.6666666666666665,-0.9,-0.7333333333333334,-0.7647058823529411,0.3333333333333335,-1.0,0.3333333333333335,1.0,0.3333333333333335,-0.19408121128699207
562,-0.523809523809524,0,1.0,1.0,-0.9285714285714286,0.5,-0.19999999999999996,1.0,-1.0,0.75,0.0,-0.1210110584518167,-1.0,-0.9999999999999998,-1.0,-0.7,0.33333333333333326,-0.75,-1.0,-0.5294117647058824,0.3333333333333335,-1.0,-0.9999999999999999,-0.33333333333333326,-0.9999999999999999,-0.4907949070887816
563,-0.1904761904761907,0,0.0,0.0,-0.4285714285714286,-0.5,0.6000000000000001,-1.0,-1.0,0.0,-1.0,-0.0008425487098473461,-0.7777777777777778,-0.7142857142857142,-0.33333333333333337,-0.75,-0.33333333333333337,-0.75,-1.0,-0.7647058823529411,0.3333333333333335,-1.0,1.0,1.0,0.3333333333333335,-0.6078802477632481
564,0.47619047619047583,0,1.0,1.0,-0.9285714285714286,-0.5,0.20000000000000018,-1.0,-1.0,0.75,0.0,-0.43433385992627704,0.33333333333333326,0.7142857142857144,-0.33333333333333337,0.10000000000000009,-0.6666666666666667,-0.55,-0.7333333333333334,-0.6470588235294118,-0.33333333333333326,1.0,1.0,-0.33333333333333326,0.3333333333333335,-0.023657949070887252
565,-0.23809523809523814,0,0.0,1.0,-0.4285714285714286,-1.0,1.0,1.0,-0.5,0.75,1.0,-0.8264349657714587,-0.5555555555555556,-0.7142857142857142,-0.33333333333333337,-0.75,0.0,-0.85,-1.0,-0.7647058823529411,-0.33333333333333326,-1.0,1.0,0.3333333333333335,-0.33333333333333326,-0.46163110805230545
566,-0.4761904761904763,0,0.0,0.0,-1.0,0.5,0.20000000000000018,1.0,0.0,0.5,-1.0,-0.820221169036335,-1.0,0.0,-1.0,-0.6,-0.33333333333333337,-0.6499999999999999,-0.8666666666666667,-0.8823529411764706,-0.9999999999999999,-1.0,1.0,-0.33333333333333326,-0.33333333333333326,-0.4255849965588432
567,0.1428571428571428,0,1.0,1.0,0.4285714285714286,-0.5,-0.6,-1.0,-1.0,-1.0,1.0,-0.8744602422327541,-0.11111111111111116,-0.857142857142857,-0.33333333333333337,-0.19999999999999996,0.0,-0.95,-1.0,-1.0,1.0,-1.0,-0.33333333333333326,1.0,0.3333333333333335,0.7666896077081904
568,-0.4761904761904763,0,1.0,1.0,-0.7857142857142857,-0.5,0.6000000000000001,-1.0,-0.5,-1.0,0.0,-0.41748288572933123,-0.7777777777777778,0.5714285714285716,-1.0,-0.5,-0.33333333333333337,-0.5,-0.8666666666666667,-0.7647058823529411,-0.9999999999999999,1.0,-0.33333333333333326,1.0,-0.33333333333333326,-0.471008258774948
569,-0.047619047619047894,0,1.0,0.0,-1.0,0.0,0.20000000000000018,-1.0,-1.0,-0.75,0.0,-0.7043707214323328,-0.7777777777777778,-0.7142857142857142,0.33333333333333326,-0.6499999999999999,-0.33333333333333337,-0.6499999999999999,-0.33333333333333337,-1.0,-0.33333333333333326,-1.0,0.3333333333333335,0.3333333333333335,1.0,0.6841018582243636
572,-0.2857142857142858,1,1.0,0.0,-0.8571428571428571,-0.5,-0.6,1.0,-1.0,0.75,1.0,-0.5864139020537125,-1.0,-0.5714285714285712,-1.0,-0.7,-0.33333333333333337,-0.75,-1.0,-0.6470588235294118,-0.33333333333333326,-1.0,-0.9999999999999999,-0.9999999999999999,0.3333333333333335,0.10805230557467382
573,0.09523809523809512,0,1.0,0.0,-0.7857142857142857,-0.5,0.20000000000000018,1.0,-0.5,0.5,0.0,-0.8384412848867826,-0.33333333333333337,-0.857142857142857,-1.0,-0.7,0.0,-0.95,-1.0,-1.0,0.3333333333333335,-1.0,-0.33333333333333326,1.0,0.3333333333333335,-0.41620784583620063
574,-0.38095238095238115,1,0.0,1.0,-0.3571428571428572,0.0,1.0,-1.0,-1.0,0.25,0.0,-0.5476566614007372,-0.7777777777777778,-0.1428571428571428,-1.0,-0.9,0.0,-0.9,-0.7333333333333334,-0.7647058823529411,1.0,-1.0,0.3333333333333335,0.3333333333333335,-0.33333333333333326,-0.03045423262216085
576,-0.5714285714285716,0,1.0,0.0,-0.6428571428571428,-0.5,0.20000000000000018,-1.0,-1.0,-1.0,0.0,-0.6576092680358083,-0.7777777777777778,-0.9999999999999998,0.33333333333333326,-0.8,-0.33333333333333337,-0.8,-0.7333333333333334,-0.7647058823529411,0.3333333333333335,-1.0,1.0,0.3333333333333335,0.3333333333333335,-0.4011527873365446
577,-0.23809523809523814,0,1.0,1.0,-1.0,-1.0,-0.19999999999999996,-1.0,-0.5,-0.5,0.0,-0.8454976303317536,-0.7777777777777778,0.1428571428571428,-1.0,-0.7,-0.33333333333333337,-0.7,-0.8666666666666667,-0.6470588235294118,0.3333333333333335,-1.0,-0.33333333333333326,0.3333333333333335,-0.33333333333333326,-0.5218513420509288
578,-0.1904761904761907,0,1.0,0.0,-0.6428571428571428,0.0,-0.6,-1.0,0.0,-0.5,1.0,-0.7795681937862033,-0.7777777777777778,-0.7142857142857142,-0.33333333333333337,-0.7,0.0,-0.75,-0.8666666666666667,-0.5294117647058824,-0.33333333333333326,-1.0,0.3333333333333335,0.3333333333333335,-0.9999999999999999,-0.6438403303509974
579,-0.4761904761904763,1,1.0,0.0,-0.6428571428571428,0.0,-0.6,1.0,-1.0,0.75,0.0,-0.8699315429173249,-0.7777777777777778,-0.857142857142857,1.0,-0.44999999999999996,0.6666666666666665,-0.44999999999999996,-0.6,0.17647058823529416,-0.9999999999999999,-1.0,1.0,-0.9999999999999999,-0.9999999999999999,-0.5253785271851337
580,0.04761904761904745,0,0.0,0.0,-0.9285714285714286,0.5,0.20000000000000018,1.0,0.5,-0.75,1.0,-0.3062664560294892,1.0,-0.9999999999999998,-1.0,0.0,-1.0,-0.09999999999999998,-0.7333333333333334,0.5294117647058822,-0.9999999999999999,-1.0,-0.33333333333333326,0.3333333333333335,-0.33333333333333326,-0.2894872677219542
581,0.1428571428571428,1,0.0,1.0,-0.9285714285714286,0.5,-0.6,1.0,-1.0,-0.5,1.0,-0.8656134807793576,-1.0,-0.2857142857142856,-1.0,0.10000000000000009,0.0,0.050000000000000044,0.7333333333333334,0.6470588235294117,-0.9999999999999999,-1.0,0.3333333333333335,-0.9999999999999999,-0.33333333333333326,-0.18195113558155507
582,0.1428571428571428,0,1.0,0.0,-1.0,-0.5,-0.6,1.0,0.5,-0.5,1.0,-0.7867298578199052,0.5555555555555554,0.4285714285714288,-0.33333333333333337,-0.55,0.0,-0.7,-0.8666666666666667,-0.4117647058823529,-0.33333333333333326,1.0,-0.33333333333333326,-0.9999999999999999,1.0,-0.48640743289745325
583,-0.1904761904761907,0,1.0,0.0,-0.7142857142857143,0.0,0.20000000000000018,1.0,-1.0,-1.0,0.0,-0.5043707214323329,0.33333333333333326,0.8571428571428572,0.33333333333333326,-0.5,-1.0,-0.6,-0.8666666666666667,-0.17647058823529416,0.3333333333333335,1.0,1.0,0.3333333333333335,0.3333333333333335,-0.12499999999999911
584,-0.7142857142857144,0,1.0,1.0,-0.5714285714285714,0.5,-0.6,-1.0,-1.0,-0.5,1.0,-0.8349657714586625,0.7777777777777777,-0.1428571428571428,1.0,-0.7,0.0,-0.8,-0.8666666666666667,-0.7647058823529411,0.3333333333333335,-1.0,1.0,-0.33333333333333326,0.3333333333333335,0.6500344115622854
585,-0.523809523809524,1,1.0,0.0,0.0,0.5,-0.6,1.0,-0.5,0.75,0.0,-0.6642443391258557,-0.7777777777777778,-0.7142857142857142,-1.0,-0.95,0.0,-0.95,-1.0,-1.0,-0.9999999999999999,-1.0,0.3333333333333335,1.0,-0.33333333333333326,-0.32071576049552597
586,-0.6190476190476191,0,1.0,0.0,-1.0,0.5,-0.6,1.0,-0.5,1.0,0.0,0.403580832016851,-0.7777777777777778,0.4285714285714288,-0.33333333333333337,-0.6,0.0,-0.6,-1.0,-0.17647058823529416,0.3333333333333335,1.0,-0.9999999999999999,1.0,0.3333333333333335,-0.22573984858912555
588,0.04761904761904745,0,0.0,0.0,0.7857142857142856,0.5,-0.6,1.0,-0.5,0.5,0.0,0.9375460768825696,-0.33333333333333337,0.2857142857142856,1.0,-0.19999999999999996,-0.33333333333333337,-0.95,-1.0,-1.0,0.3333333333333335,1.0,0.3333333333333335,1.0,-0.9999999999999999,-0.44296283551273197
589,-0.1904761904761907,0,1.0,0.0,0.2142857142857142,1.0,0.20000000000000018,-1.0,-0.5,0.5,-1.0,-0.41769352290679307,-0.5555555555555556,-0.2857142857142856,-0.33333333333333337,-0.25,0.0,-0.6499999999999999,-0.19999999999999996,-0.5294117647058824,0.3333333333333335,-1.0,0.3333333333333335,-0.33333333333333326,1.0,-0.3618375774260145
590,-0.23809523809523814,0,0.0,0.0,-0.6428571428571428,-0.5,-0.6,1.0,-1.0,0.25,1.0,-0.6527646129541864,-1.0,-0.9999999999999998,-1.0,-0.29999999999999993,-0.33333333333333337,-0.35,-0.4666666666666667,0.05882352941176472,0.3333333333333335,-1.0,1.0,-0.9999999999999999,0.3333333333333335,-0.08353406744666136
592,0.19047619047619024,1,1.0,1.0,-0.7142857142857143,0.0,-0.19999999999999996,-1.0,0.0,0.5,1.0,-0.6300157977883096,0.7777777777777777,-0.4285714285714284,-0.33333333333333337,-0.6499999999999999,0.0,-0.8,-0.8666666666666667,-0.6470588235294118,0.3333333333333335,-1.0,-0.9999999999999999,0.3333333333333335,-0.33333333333333326,-0.5537680660701989
593,-0.3333333333333335,0,-1.0,0.0,-0.2857142857142857,-0.5,0.6000000000000001,-1.0,-0.5,0.5,-1.0,-0.6337019483938915,-0.7777777777777778,-0.9999999999999998,-1.0,-0.95,0.6666666666666665,-0.95,-1.0,-1.0,-0.33333333333333326,-1.0,0.3333333333333335,-0.9999999999999999,0.3333333333333335,-0.7018238128011007
594,0.8095238095238093,0,1.0,0.0,-0.8571428571428571,-0.5,0.6000000000000001,1.0,-0.5,-1.0,-1.0,-0.6377040547656662,-0.11111111111111116,-0.4285714285714284,-1.0,0.40000000000000013,0.0,-0.75,-0.4666666666666667,-0.7647058823529411,-0.9999999999999999,-1.0,1.0,-0.9999999999999999,0.3333333333333335,-0.30720922229869174
595,-0.4761904761904763,0,1.0,0.0,0.7857142857142856,-1.0,-0.6,1.0,-1.0,-0.5,0.0,-0.8726698262243286,-0.7777777777777778,0.8571428571428572,-0.33333333333333337,-0.5,-0.6666666666666667,-0.5,-1.0,-0.05882352941176472,0.3333333333333335,1.0,-0.33333333333333326,1.0,0.3333333333333335,-0.27150722642807956
596,-0.9523809523809526,0,1.0,0.0,0.5714285714285714,0.5,-0.6,1.0,-0.5,-0.5,1.0,0.9155344918378094,-0.7777777777777778,-0.857142857142857,-1.0,-0.95,-0.33333333333333337,-0.95,-1.0,-1.0,0.3333333333333335,-1.0,0.3333333333333335,-0.9999999999999999,0.3333333333333335,0.06065037852718547
597,0.2857142857142856,0,1.0,0.0,0.5,0.0,-0.6,-1.0,-0.5,1.0,0.0,0.2852027382833071,-0.11111111111111116,-0.7142857142857142,-1.0,-0.6499999999999999,0.33333333333333326,-0.85,-1.0,-0.7647058823529411,0.3333333333333335,-1.0,-0.9999999999999999,0.3333333333333335,-0.33333333333333326,-0.4345320027529245
